"site_id","Date","DateTime","Value","Unit","CharacteristicName","USGSPCode","Result_ND","ResultSampleFractionText","BaseflowConditions"
"USGS-01118375",1964-04-09,1964-04-09 18:05:00,45,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01118375",1964-04-09,1964-04-09 18:05:00,32,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01124130",1962-04-03,1962-04-03 14:45:00,43,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01124130",1962-04-03,1962-04-03 14:45:00,35,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01187800",1962-04-25,1962-04-25 22:30:00,38,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01187800",1962-04-25,1962-04-25 22:30:00,32,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01127740",1963-09-25,1963-09-25 15:45:00,72,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01127740",1963-09-25,1963-09-25 15:45:00,61,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01121300",1963-09-11,1963-09-11 23:30:00,46,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01125900",1962-04-05,1962-04-05 18:20:00,0,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01125900",1962-04-05,1962-04-05 18:20:00,22,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01119255",1963-09-11,1963-09-11 21:05:00,35,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01127300",1963-09-24,1963-09-24 13:15:00,66,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01127300",1963-09-24,1963-09-24 13:15:00,48,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01208500",1961-05-16,1961-05-16 16:10:00,85,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01208500",1961-05-16,1961-05-16 16:10:00,70,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01126125",1962-05-28,1962-05-28 18:57:00,60,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01126125",1962-05-28,1962-05-28 18:57:00,53,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01125720",1962-08-28,1962-08-28 16:05:00,113,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01125720",1962-08-28,1962-08-28 16:05:00,104,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01123060",1963-07-25,1963-07-25 22:00:00,76,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01123060",1963-07-25,1963-07-25 22:00:00,68,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01118850",1964-04-09,1964-04-09 22:00:00,71,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01118850",1964-04-09,1964-04-09 22:00:00,82,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01126999",1962-10-03,1962-10-03 18:03:00,88,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01126999",1962-10-03,1962-10-03 18:03:00,79,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01119360",1963-09-11,1963-09-11 18:20:00,42,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01208990",1964-09-11,1964-09-11 17:22:00,102,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01126905",1962-04-05,1962-04-05 19:45:00,60,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01127720",1964-07-30,1964-07-30 17:10:00,65,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01127800",1964-04-10,1964-04-10 15:50:00,27,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01126920",1963-04-03,1963-04-03 17:00:00,33,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01127725",1963-09-24,1963-09-24 16:40:00,45,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01127760",1963-09-25,1963-09-25 17:00:00,49,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01127760",1963-09-25,1963-09-25 17:00:00,40,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01126923",1963-04-30,1963-04-30 20:00:00,31,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01208910",1964-09-11,1964-09-11 21:00:00,54,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01205700",1962-04-26,1962-04-26 12:45:00,43,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",1
"USGS-01205700",1962-04-26,1962-04-26 12:45:00,41,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",1
"USGS-01208610",1960-10-12,1960-10-12 18:00:00,151,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01208610",1960-10-12,1960-10-12 18:00:00,134,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01197500",1964-07-20,1964-07-20 15:30:00,175,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01197500",1964-07-20,1964-07-20 15:30:00,169,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01184000",2001-06-22,2001-06-22 14:45:00,81,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01184000",2001-06-22,2001-06-22 14:45:00,60,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01125055",1962-10-03,1962-10-03 13:55:00,139,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01125055",1962-10-03,1962-10-03 13:55:00,121,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01184000",2002-04-09,2002-04-09 17:50:00,55,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01184000",2002-04-09,2002-04-09 17:50:00,55,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01124000",2021-11-09,2021-11-09 14:15:00,98,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01124000",2021-11-09,2021-11-09 14:15:00,86,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01189995",2002-12-04,2002-12-04 18:45:00,91,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01189995",2002-12-04,2002-12-04 18:45:00,79,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01184490",2002-12-11,2002-12-11 15:00:00,237,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01184490",2002-12-11,2002-12-11 15:00:00,227,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01192500",2002-08-05,2002-08-05 17:10:00,220,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01192500",2002-08-05,2002-08-05 17:10:00,210,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01201487",2002-03-25,2002-03-25 17:00:00,299,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",1
"USGS-01201487",2002-03-25,2002-03-25 17:00:00,300,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",1
"USGS-01125520",2002-01-23,2002-01-23 18:10:00,192,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01125520",2002-01-23,2002-01-23 18:10:00,173,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01192704",2002-10-18,2002-10-18 13:30:00,178,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01192704",2002-10-18,2002-10-18 13:30:00,161,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01201487",2002-01-14,2002-01-14 17:55:00,354,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01201487",2002-01-14,2002-01-14 17:55:00,338,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01208049",2002-06-11,2002-06-11 18:25:00,85,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01208049",2002-06-11,2002-06-11 18:25:00,77,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01124000",2002-01-08,2002-01-08 15:55:00,180,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01124000",2002-01-08,2002-01-08 15:55:00,171,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01189030",2021-02-16,2021-02-16 14:00:00,308,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01189995",2001-02-05,2001-02-05 16:40:00,131,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01189995",2001-02-05,2001-02-05 16:40:00,115,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01192704",2002-09-19,2002-09-19 13:00:00,209,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01192704",2002-09-19,2002-09-19 13:00:00,192,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01119375",2002-09-06,2002-09-06 13:45:00,111,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01119375",2002-09-06,2002-09-06 13:45:00,105,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01205500",2002-11-13,2002-11-13 19:45:00,178,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01205500",2002-11-13,2002-11-13 19:45:00,168,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01122610",2002-04-10,2002-04-10 15:30:00,62,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",1
"USGS-01122610",2002-04-10,2002-04-10 15:30:00,58,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",1
"USGS-01127000",2015-07-24,2015-07-24 14:15:00,112,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01127000",2015-07-24,2015-07-24 14:15:00,97,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01184000",2002-09-26,2002-09-26 13:30:00,95,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01184000",2002-09-26,2002-09-26 13:30:00,88,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01119375",2002-08-22,2002-08-22 16:30:00,94,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01119375",2002-08-22,2002-08-22 16:30:00,91,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01125100",2002-05-13,2002-05-13 16:30:00,117,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01125100",2002-05-13,2002-05-13 16:30:00,108,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01125500",2002-11-19,2002-11-19 15:30:00,125,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01184000",2015-06-16,2015-06-16 15:30:00,68,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01196500",2002-04-03,2002-04-03 16:40:00,191,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01196500",2002-04-03,2002-04-03 16:40:00,192,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01122610",2002-03-13,2002-03-13 18:40:00,82,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01122610",2002-03-13,2002-03-13 18:40:00,64,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01124000",2002-11-12,2002-11-12 16:15:00,155,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01124000",2002-11-12,2002-11-12 16:15:00,137,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01196222",2002-04-03,2002-04-03 19:00:00,181,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01196222",2002-04-03,2002-04-03 19:00:00,172,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01208990",2016-04-05,2016-04-05 18:00:00,133,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01127000",2002-08-19,2002-08-19 13:45:00,133,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01127000",2002-08-19,2002-08-19 13:45:00,125,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01192500",2002-02-05,2002-02-05 18:25:00,278,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01192500",2002-02-05,2002-02-05 18:25:00,270,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01184490",2002-06-27,2002-06-27 18:00:00,200,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01184490",2002-06-27,2002-06-27 18:00:00,187,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01196500",2004-02-11,2004-02-11 15:30:00,222,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01196500",2004-02-11,2004-02-11 15:30:00,209,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01119375",2002-03-04,2002-03-04 19:40:00,70,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01119375",2002-03-04,2002-03-04 19:40:00,62,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01125100",2021-11-09,2021-11-09 17:45:00,98,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01125100",2021-11-09,2021-11-09 17:45:00,89,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01192050",2004-02-24,2004-02-24 14:30:00,105,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",1
"USGS-01192050",2004-02-24,2004-02-24 14:30:00,84,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",1
"USGS-01198125",2002-01-17,2002-01-17 15:30:00,250,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01198125",2002-01-17,2002-01-17 15:30:00,239,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01125520",2002-05-08,2002-05-08 18:30:00,112,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01125520",2002-05-08,2002-05-08 18:30:00,99,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01189030",2002-10-03,2002-10-03 13:10:00,254,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01189030",2002-10-03,2002-10-03 13:10:00,244,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01209710",2002-12-03,2002-12-03 15:45:00,187,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01209710",2002-12-03,2002-12-03 15:45:00,177,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01119375",2002-11-21,2002-11-21 18:00:00,80,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01119375",2002-11-21,2002-11-21 18:00:00,66,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01205500",2004-11-02,2004-11-02 19:15:00,148,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01201487",2002-09-11,2002-09-11 17:00:00,444,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01201487",2002-09-11,2002-09-11 17:00:00,407,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01192050",2002-06-04,2002-06-04 14:30:00,173,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",1
"USGS-01192050",2002-06-04,2002-06-04 14:30:00,138,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",1
"USGS-01122610",2002-10-15,2002-10-15 14:15:00,88,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01122610",2002-10-15,2002-10-15 14:15:00,85,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01188090",2002-04-24,2002-04-24 14:50:00,77,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01188090",2002-04-24,2002-04-24 14:50:00,63,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01192500",2002-10-16,2002-10-16 16:15:00,235,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01192500",2002-10-16,2002-10-16 16:15:00,220,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01120800",2002-03-04,2002-03-04 15:20:00,54,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01120800",2002-03-04,2002-03-04 15:20:00,41,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01184000",2016-05-11,2016-05-11 15:30:00,74,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01184000",2016-05-11,2016-05-11 15:30:00,66,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01119375",2002-07-30,2002-07-30 18:30:00,94,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01119375",2002-07-30,2002-07-30 18:30:00,78,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01208990",2002-01-29,2002-01-29 19:55:00,132,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01208990",2002-01-29,2002-01-29 19:55:00,122,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01193500",2002-01-24,2002-01-24 13:50:00,94,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01193500",2002-01-24,2002-01-24 13:50:00,83,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01196500",2002-08-14,2002-08-14 15:30:00,249,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01196500",2002-08-14,2002-08-14 15:30:00,242,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01200600",2002-07-18,2002-07-18 18:30:00,207,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01200600",2002-07-18,2002-07-18 18:30:00,196,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01192704",2002-04-02,2002-04-02 15:10:00,195,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01192704",2002-04-02,2002-04-02 15:10:00,182,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01193500",2002-10-18,2002-10-18 16:45:00,85,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01193500",2002-10-18,2002-10-18 16:45:00,71,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01184000",2002-10-31,2002-10-31 17:30:00,84,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01184000",2002-10-31,2002-10-31 17:30:00,74,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01122610",2002-07-22,2002-07-22 17:00:00,88,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01122610",2002-07-22,2002-07-22 17:00:00,74,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01205500",2016-07-11,2016-07-11 18:15:00,183,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01205500",2016-07-11,2016-07-11 18:15:00,165,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01189995",2002-02-07,2002-02-07 19:00:00,118,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01189995",2002-02-07,2002-02-07 19:00:00,105,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01192050",2002-07-10,2002-07-10 13:20:00,108,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01192050",2002-07-10,2002-07-10 13:20:00,100,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01192704",2021-12-13,2021-12-13 14:30:00,363,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01192704",2021-12-13,2021-12-13 14:30:00,351,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01118500",2002-03-06,2002-03-06 16:40:00,74,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",1
"USGS-01118500",2002-03-06,2002-03-06 16:40:00,61,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",1
"USGS-01192050",2002-10-16,2002-10-16 13:00:00,128,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01192050",2002-10-16,2002-10-16 13:00:00,120,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01124000",2002-07-24,2002-07-24 14:20:00,160,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01124000",2002-07-24,2002-07-24 14:20:00,138,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01209710",2002-04-17,2002-04-17 15:45:00,185,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01209710",2002-04-17,2002-04-17 15:45:00,167,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01192050",2002-08-05,2002-08-05 13:50:00,116,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01192050",2002-08-05,2002-08-05 13:50:00,106,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01125520",2002-09-04,2002-09-04 17:00:00,163,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01125520",2002-09-04,2002-09-04 17:00:00,149,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01196500",2002-02-04,2002-02-04 16:10:00,262,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01196500",2002-02-04,2002-02-04 16:10:00,247,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01127000",2002-01-09,2002-01-09 15:50:00,104,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01127000",2002-01-09,2002-01-09 15:50:00,93,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01209710",2002-09-24,2002-09-24 15:00:00,208,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01209710",2002-09-24,2002-09-24 15:00:00,191,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01184490",2004-10-20,2004-10-20 14:15:00,200,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01184490",2004-10-20,2004-10-20 14:15:00,194,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01189030",2002-07-09,2002-07-09 13:30:00,221,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01189030",2002-07-09,2002-07-09 13:30:00,210,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01208370",2002-05-02,2002-05-02 15:20:00,110,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01208370",2002-05-02,2002-05-02 15:20:00,110,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01203000",2002-03-25,2002-03-25 19:40:00,74,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",1
"USGS-01203000",2002-03-25,2002-03-25 19:40:00,63,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",1
"USGS-01192500",2002-07-10,2002-07-10 17:30:00,198,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01192500",2002-07-10,2002-07-10 17:30:00,180,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01205500",2002-07-17,2002-07-17 19:00:00,134,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",1
"USGS-01205500",2002-07-17,2002-07-17 19:00:00,122,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",1
"USGS-01196500",2002-12-10,2002-12-10 16:15:00,231,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01196500",2002-12-10,2002-12-10 16:15:00,219,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01193500",2002-04-10,2002-04-10 18:15:00,70,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",1
"USGS-01193500",2002-04-10,2002-04-10 18:15:00,58,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",1
"USGS-01125100",2002-07-24,2002-07-24 17:15:00,188,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01125100",2002-07-24,2002-07-24 17:15:00,170,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01120800",2002-05-06,2002-05-06 14:45:00,40,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01120800",2002-05-06,2002-05-06 14:45:00,40,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01192500",2004-12-28,2004-12-28 20:15:00,163,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01183610",2021-12-16,2021-12-16 18:00:00,81,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01183610",2021-12-16,2021-12-16 18:00:00,69,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01203000",2002-07-17,2002-07-17 14:00:00,84,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",1
"USGS-01203000",2002-07-17,2002-07-17 14:00:00,73,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",1
"USGS-01192050",2001-09-17,2001-09-17 17:15:00,95,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01205561",1967-08-29,1967-08-29 16:00:00,56,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01205561",1967-08-29,1967-08-29 16:00:00,51,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01189030",2002-04-22,2002-04-22 15:00:00,197,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01189030",2002-04-22,2002-04-22 15:00:00,189,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01122610",2002-12-16,2002-12-16 16:30:00,71,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01122610",2002-12-16,2002-12-16 16:30:00,58,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01184490",2002-04-02,2002-04-02 18:30:00,195,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01184490",2002-04-02,2002-04-02 18:30:00,179,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01120800",2002-07-30,2002-07-30 14:15:00,67,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01120800",2002-07-30,2002-07-30 14:15:00,56,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01201487",2002-06-26,2002-06-26 15:15:00,368,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01201487",2002-06-26,2002-06-26 15:15:00,339,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01192050",2002-12-12,2002-12-12 14:40:00,280,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
